Name,contact_number,Contact_email,creation_date,first_call_attempt,lead_status,lead_stage,lead_tag,assigned_to,last_call_date,last_call_time,references,campaign_name,source_type,source_name,Total Leads,Sales,Conversion Rate (%),Cost per Lead,Total Cost
Varun Bose,6032438082,varun.bose10@gmail.com,26-10-2025 10:51,27-11-2025 15:25,CLOSED,LOST,not-interested,Sherin Shaji,01-12-2025 10:15,10:15 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,25,22,88,9,225
Arjun Menon,9081088870,arjun.menon594@gmail.com,26-10-2025 10:50,28-10-2025 12:07,CLOSED,LOST,not-interested,Dharshana,28-10-2025 12:07,12:07 PM,,PHP Knovista,INSTAGRAM,INSTAGRAM,22,14,63.63636364,14,308
Kiran Das,7173905496,kiran.das505@gmail.com,26-10-2025 10:46,30-10-2025 12:42,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 12:42,12:42 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,18,9,50,10,180
Aisha Gupta,6046320282,aisha.gupta208@outlook.com,26-10-2025 10:42,30-10-2025 15:30,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Hamza Anzar,15-12-2025 11:46,11:46 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,7,7,100,14,98
Aisha Reddy,6096026056,aisha.reddy594@outlook.com,26-10-2025 10:40,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,41,17,41.46341463,11,451
Varun Kapoor,6611445866,varun.kapoor274@hotmail.com,26-10-2025 10:33,30-10-2025 13:17,CLOSED,LOST,not-interested,Hamza Anzar,16-12-2025 17:46,5:46 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,29,0,0,11,319
Meera Singh,6799994158,meera.singh960@yahoo.com,26-10-2025 10:28,27-10-2025 18:16,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,04-11-2025 12:16,12:16 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,18,6,33.33333333,8,144
Aditya Das,8077996306,aditya.das43@hotmail.com,26-10-2025 10:02,27-10-2025 13:10,RESCHEDULED BY EXECUTIVE,Follow Up Required,hot,Dharshana,27-10-2025 13:10,1:10 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,36,9,25,4,144
Rahul Menon,9006987864,rahul.menon992@outlook.com,26-10-2025 10:01,28-10-2025 10:43,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Vijithra E,28-10-2025 10:54,10:54 AM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,47,38,80.85106383,5,235
Rahul Das,6019161933,rahul.das206@yahoo.com,26-10-2025 09:56,30-10-2025 12:18,CLOSED,LOST,not-interested,Devi Nandhana,30-10-2025 15:48,3:48 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,24,21,87.5,14,336
Sanjay Pillai,8935287006,sanjay.pillai898@outlook.com,26-10-2025 09:54,29-10-2025 11:03,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Hamza Anzar,15-12-2025 11:34,11:34 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,25,3,12,14,350
Arjun Sharma,7458383862,arjun.sharma876@outlook.com,26-10-2025 08:56,28-11-2025 11:52,CLOSED,LOST,not-interested,Sherin Shaji,28-11-2025 11:52,11:52 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,34,22,64.70588235,9,306
Meera Menon,7102745885,meera.menon961@outlook.com,26-10-2025 08:28,16-11-2025 18:11,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Sneha Rajesh,16-11-2025 18:11,6:11 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,22,15,68.18181818,5,110
Rahul Shetty,6982493974,rahul.shetty654@hotmail.com,26-10-2025 08:22,27-10-2025 15:41,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,27-10-2025 15:41,3:41 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,38,7,18.42105263,10,380
Varun Kumar,7853608046,varun.kumar933@yahoo.com,26-10-2025 08:10,30-10-2025 12:18,CLOSED,LOST,not-interested,Devi Nandhana,30-10-2025 12:18,12:18 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,16,1,6.25,12,192
Aisha Bose,7367110273,aisha.bose115@yahoo.com,26-10-2025 07:25,31-10-2025 11:54,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,31-10-2025 11:54,11:54 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,50,42,84,5,250
Aisha Sharma,7806637352,aisha.sharma907@gmail.com,26-10-2025 06:43,31-10-2025 11:48,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,31-10-2025 11:48,11:48 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,44,27,61.36363636,6,264
Rohit Kapoor,7741430750,rohit.kapoor300@example.com,26-10-2025 05:17,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,23,11,47.82608696,10,230
Pooja Chopra,6095627375,pooja.chopra346@yahoo.com,26-10-2025 03:46,27-10-2025 17:57,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,27-10-2025 17:57,5:57 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,12,8,66.66666667,10,120
Kavya Bose,9277351806,kavya.bose841@example.com,26-10-2025 02:58,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,11,6,54.54545455,13,143
Sneha Iyer,8543118983,sneha.iyer842@example.com,26-10-2025 02:42,,PENDING WITH EXECUTIVE,Prospect,,Thaslim,,,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,25,9,36,6,150
Riya Joshi,9311908291,riya.joshi634@outlook.com,26-10-2025 02:38,27-10-2025 17:09,CLOSED,LOST,not-interested,Megha S,27-10-2025 17:09,5:09 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,26,2,7.692307692,10,260
Aditya Malhotra,8631712519,aditya.malhotra366@yahoo.com,26-10-2025 02:15,27-10-2025 16:13,RESCHEDULED BY EXECUTIVE,Prospect,,Thaslim New,27-10-2025 16:13,4:13 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,42,15,35.71428571,12,504
Aditya Kumar,8011690133,aditya.kumar151@hotmail.com,26-10-2025 02:05,30-10-2025 16:16,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 16:16,4:16 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,25,21,84,10,250
Vikram Reddy,9962014381,vikram.reddy66@outlook.com,26-10-2025 01:15,27-10-2025 18:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,27-10-2025 18:17,6:17 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,45,5,11.11111111,8,360
Riya Iyer,8149735836,riya.iyer969@outlook.com,26-10-2025 01:14,10-11-2025 18:27,CLOSED,LOST,already-purchased,Sneha Rajesh,18-11-2025 09:45,9:45 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,22,3,13.63636364,4,88
Nikhil Patel,6970141063,nikhil.patel826@yahoo.com,26-10-2025 01:01,30-10-2025 13:23,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,30-10-2025 13:23,1:23 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,34,29,85.29411765,5,170
Meera Nair,8478750186,meera.nair253@hotmail.com,26-10-2025 00:59,30-10-2025 13:23,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 13:23,1:23 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,5,2,40,14,70
Divya Das,6287915593,divya.das200@example.com,26-10-2025 00:28,27-10-2025 12:22,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Thaslim New,27-10-2025 12:22,12:22 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,17,7,41.17647059,14,238
Aditya Menon,8036349538,aditya.menon879@hotmail.com,26-10-2025 00:08,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,36,4,11.11111111,14,504
Sneha Reddy,6892417761,sneha.reddy65@gmail.com,26-10-2025 00:07,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,41,35,85.36585366,5,205
Rohit Iyer,7887954281,rohit.iyer378@gmail.com,26-10-2025 00:03,29-10-2025 14:24,CLOSED,LOST,not-interested,Munfira,29-10-2025 14:24,2:24 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,24,5,20.83333333,11,264
Varun Das,7544266451,varun.das585@yahoo.com,25-10-2025 23:59,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,16,2,12.5,13,208
Sanjay Chopra,8001214239,sanjay.chopra565@yahoo.com,25-10-2025 23:56,30-10-2025 15:28,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 15:28,3:28 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,12,0,0,3,36
Nikhil Bhat,9689103746,nikhil.bhat508@example.com,25-10-2025 23:55,30-10-2025 09:34,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Hamza Anzar,10-12-2025 16:12,4:12 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,5,2,40,7,35
Neha Chopra,8359182433,neha.chopra194@outlook.com,25-10-2025 23:37,27-10-2025 17:54,CLOSED,LOST,not-interested,Munfira,27-10-2025 17:54,5:54 PM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,23,13,56.52173913,11,253
Kiran Kumar,6470482378,kiran.kumar593@gmail.com,25-10-2025 23:30,30-10-2025 12:36,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,30-10-2025 12:36,12:36 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,14,11,78.57142857,14,196
Sanjay Iyer,8558992012,sanjay.iyer393@yahoo.com,25-10-2025 23:25,27-10-2025 12:26,CLOSED,LOST,not-interested,Thaslim New,27-10-2025 12:26,12:26 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,23,11,47.82608696,14,322
Rohit Joshi,9565239939,rohit.joshi700@outlook.com,25-10-2025 23:23,30-10-2025 12:04,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 12:04,12:04 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,20,20,100,11,220
Aisha Singh,9869850611,aisha.singh135@yahoo.com,25-10-2025 23:18,27-10-2025 15:55,CLOSED,LOST,not-interested,Revathy Reghu,27-10-2025 15:55,3:55 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,34,10,29.41176471,4,136
Karthik Kumar,9781676418,karthik.kumar708@gmail.com,25-10-2025 23:12,30-10-2025 12:42,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Hamza Anzar,10-12-2025 16:11,4:11 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,12,4,33.33333333,6,72
Rohit Bhat,9243917528,rohit.bhat922@gmail.com,25-10-2025 23:02,28-10-2025 09:14,CLOSED,LOST,not-interested,Megha S,28-10-2025 09:14,9:14 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,25,16,64,14,350
Varun Kulkarni,8550053492,varun.kulkarni696@gmail.com,25-10-2025 22:53,28-10-2025 18:47,CLOSED,LOST,not-interested,Devi Nandhana,29-10-2025 16:37,4:37 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,50,22,44,12,600
Kiran Chopra,9781080807,kiran.chopra618@yahoo.com,25-10-2025 22:52,27-10-2025 15:48,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Dharshana,27-10-2025 15:48,3:48 PM,,PHP Knovista,INSTAGRAM,INSTAGRAM,12,11,91.66666667,13,156
Rohit Yadav,9016809517,rohit.yadav749@example.com,25-10-2025 22:47,27-10-2025 14:50,CLOSED,LOST,not-interested,Dharshana,27-10-2025 14:50,2:50 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,11,0,0,14,154
Sneha Iyer,8474570853,sneha.iyer659@outlook.com,25-10-2025 22:31,28-10-2025 18:47,CLOSED,LOST,not-interested,Devi Nandhana,28-10-2025 18:47,6:47 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,21,17,80.95238095,11,231
Aisha Sharma,9980245801,aisha.sharma453@gmail.com,25-10-2025 22:27,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,9,6,66.66666667,13,117
Rahul Kulkarni,6286495825,rahul.kulkarni559@example.com,25-10-2025 22:25,11-11-2025 12:15,CLOSED,LOST,not-interested,VIJI,11-11-2025 12:15,12:15 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,25,9,36,10,250
Manoj Shetty,6403232977,manoj.shetty769@example.com,25-10-2025 22:24,30-10-2025 12:11,CLOSED,LOST,not-interested,Hamza Anzar,11-12-2025 11:36,11:36 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,36,25,69.44444444,3,108
Aisha Nair,9280706771,aisha.nair981@example.com,25-10-2025 22:14,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,23,17,73.91304348,9,207
Aditya Malhotra,7100386965,aditya.malhotra46@outlook.com,25-10-2025 22:08,07-11-2025 10:50,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,07-11-2025 10:50,10:50 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,18,18,100,15,270
Nikhil Shetty,8133561388,nikhil.shetty234@gmail.com,25-10-2025 21:59,27-10-2025 18:12,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Revathy Reghu,27-10-2025 18:12,6:12 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,41,25,60.97560976,12,492
Varun Kulkarni,7418304820,varun.kulkarni26@example.com,25-10-2025 21:59,24-11-2025 17:32,CLOSED,LOST,not-interested,VIJI,24-11-2025 17:32,5:32 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,7,7,100,11,77
Aisha Das,6943698374,aisha.das321@yahoo.com,25-10-2025 21:56,27-10-2025 17:38,CLOSED,LOST,not-interested,Revathy Reghu,27-10-2025 17:38,5:38 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,48,29,60.41666667,10,480
Aisha Joshi,9303720454,aisha.joshi217@hotmail.com,25-10-2025 21:23,28-10-2025 18:05,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Megha S,28-10-2025 18:05,6:05 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,14,5,35.71428571,4,56
Karthik Malhotra,6848679825,karthik.malhotra766@gmail.com,25-10-2025 21:22,10-11-2025 18:27,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Sneha Rajesh,10-11-2025 18:27,6:27 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,39,2,5.128205128,8,312
Riya Kulkarni,9204308820,riya.kulkarni420@outlook.com,25-10-2025 20:45,,PENDING WITH EXECUTIVE,Prospect,,Revathy Reghu,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,18,6,33.33333333,3,54
Manoj Reddy,9826055075,manoj.reddy855@gmail.com,25-10-2025 20:27,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,37,5,13.51351351,14,518
Aisha Reddy,9451845104,aisha.reddy748@yahoo.com,25-10-2025 20:25,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,37,32,86.48648649,6,222
Sneha Joshi,6534102994,sneha.joshi340@example.com,25-10-2025 20:16,30-10-2025 12:42,CLOSED,LOST,not-interested,Hamza Anzar,10-12-2025 16:36,4:36 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,20,14,70,4,80
Anjali Kumar,8646037535,anjali.kumar937@gmail.com,25-10-2025 20:06,15-12-2025 10:48,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Hamza Anzar,15-12-2025 10:48,10:48 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,30,16,53.33333333,8,240
Pooja Chopra,8314199534,pooja.chopra837@yahoo.com,25-10-2025 20:02,10-11-2025 18:26,CLOSED,LOST,not-interested,Sneha Rajesh,11-11-2025 12:59,12:59 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,46,21,45.65217391,4,184
Kavya Reddy,8318253472,kavya.reddy564@hotmail.com,25-10-2025 20:02,30-11-2025 17:20,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Sneha Rajesh,30-11-2025 17:20,5:20 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,29,20,68.96551724,15,435
Vikram Menon,8513824503,vikram.menon293@hotmail.com,25-10-2025 20:00,16-12-2025 17:47,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Hamza Anzar,16-12-2025 17:47,5:47 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,44,19,43.18181818,3,132
Aisha Das,8969939489,aisha.das536@gmail.com,25-10-2025 19:51,30-10-2025 12:46,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Hamza Anzar,10-12-2025 15:43,3:43 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,46,20,43.47826087,9,414
Aisha Kumar,8409125387,aisha.kumar345@hotmail.com,25-10-2025 19:50,28-10-2025 16:45,CLOSED,LOST,not-interested,Revathy Reghu,28-10-2025 16:45,4:45 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,5,2,40,14,70
Rahul Gupta,6668189341,rahul.gupta133@gmail.com,25-10-2025 19:47,28-10-2025 09:55,CLOSED,LOST,not-interested,VIJI,08-12-2025 11:42,11:42 AM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,25,6,24,13,325
Kiran Kulkarni,6558593886,kiran.kulkarni301@yahoo.com,25-10-2025 19:41,27-10-2025 16:30,CLOSED,LOST,not-interested,Dharshana,19-11-2025 15:17,3:17 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,8,6,75,13,104
Neha Pillai,9391150268,neha.pillai828@outlook.com,25-10-2025 19:32,24-11-2025 17:19,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,VIJI,24-11-2025 17:19,5:19 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,8,3,37.5,12,96
Neha Bose,9151398720,neha.bose404@gmail.com,25-10-2025 19:32,24-11-2025 17:36,CLOSED,LOST,not-interested,VIJI,24-11-2025 17:36,5:36 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,8,8,100,6,48
Sanjay Kulkarni,9373216804,sanjay.kulkarni230@gmail.com,25-10-2025 19:27,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,9,36,12,300
Rohit Malhotra,9951697704,rohit.malhotra707@gmail.com,25-10-2025 19:25,24-11-2025 17:44,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Sneha Rajesh,24-11-2025 17:44,5:44 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,25,4,16,11,275
Rohit Bose,6174803210,rohit.bose598@gmail.com,25-10-2025 19:23,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,34,7,20.58823529,9,306
Rahul Yadav,7750901947,rahul.yadav663@gmail.com,25-10-2025 18:57,30-10-2025 16:09,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,30-10-2025 16:09,4:09 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,11,10,90.90909091,8,88
Meera Shetty,6463670226,meera.shetty155@outlook.com,25-10-2025 18:50,30-10-2025 16:07,CLOSED,LOST,not-interested,Hamza Anzar,16-12-2025 17:47,5:47 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,29,28,96.55172414,3,87
Vikram Gupta,6133447645,vikram.gupta203@gmail.com,25-10-2025 18:48,27-10-2025 18:13,CLOSED,LOST,not-interested,Dharshana,27-10-2025 18:13,6:13 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,22,19,86.36363636,12,264
Meera Malhotra,7683755801,meera.malhotra482@gmail.com,25-10-2025 18:46,28-10-2025 17:10,CLOSED,LOST,not-interested,Munfira,28-10-2025 17:10,5:10 PM,,SAP COURSE - 20-10-2025,INSTAGRAM,INSTAGRAM,37,24,64.86486486,5,185
Nikhil Kulkarni,9288639760,nikhil.kulkarni440@yahoo.com,25-10-2025 18:45,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,14,8,57.14285714,4,56
Anjali Sharma,9113531512,anjali.sharma745@hotmail.com,25-10-2025 18:43,25-11-2025 17:57,CLOSED,LOST,not-interested,VIJI,25-11-2025 17:57,5:57 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,8,2,25,15,120
Aisha Bhat,9554396303,aisha.bhat487@yahoo.com,25-10-2025 18:30,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,9,4,44.44444444,6,54
Vikram Patel,9342017790,vikram.patel20@hotmail.com,25-10-2025 18:22,25-11-2025 17:52,CLOSED,LOST,not-interested,Anandhakrishnan,25-11-2025 17:52,5:52 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,6,4,66.66666667,11,66
Neha Pillai,8651084295,neha.pillai281@yahoo.com,25-10-2025 18:17,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,32,19,59.375,7,224
Vikram Bhat,8542233679,vikram.bhat747@outlook.com,25-10-2025 18:11,25-11-2025 13:15,CLOSED,LOST,not-interested,VIJI,25-11-2025 14:55,2:55 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,7,2,28.57142857,9,63
Meera Yadav,7757140154,meera.yadav158@gmail.com,25-10-2025 18:08,24-11-2025 18:16,CLOSED,LOST,not-interested,VIJI,25-11-2025 18:11,6:11 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,20,1,5,15,300
Sanjay Joshi,8953327530,sanjay.joshi216@gmail.com,25-10-2025 18:01,27-10-2025 17:29,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,27-10-2025 17:29,5:29 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,24,1,4.166666667,5,120
Meera Menon,7381890939,meera.menon933@example.com,25-10-2025 17:58,25-11-2025 15:47,CLOSED,LOST,not-interested,VIJI,28-11-2025 09:53,9:53 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,44,26,59.09090909,14,616
Vikram Shetty,6286228277,vikram.shetty319@yahoo.com,25-10-2025 17:51,27-10-2025 12:22,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Dharshana,27-10-2025 12:22,12:22 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,23,14,60.86956522,6,138
Vikram Shetty,9415437671,vikram.shetty159@hotmail.com,25-10-2025 17:41,10-11-2025 18:24,CLOSED,LOST,not-interested,Sneha Rajesh,10-11-2025 18:24,6:24 PM,,Digital Marketing Knovista,FACEBOOK_ADS,FACEBOOK_ADS,44,21,47.72727273,4,176
Sneha Chopra,9303282039,sneha.chopra83@outlook.com,25-10-2025 17:41,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,44,22,50,8,352
Kiran Bhat,9264179197,kiran.bhat659@outlook.com,25-10-2025 17:33,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,19,6,31.57894737,5,95
Meera Kapoor,9832485597,meera.kapoor161@gmail.com,25-10-2025 17:24,30-11-2025 17:19,CLOSED,LOST,not-interested,Sneha Rajesh,30-11-2025 17:19,5:19 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,10,8,80,7,70
Pooja Malhotra,9932436891,pooja.malhotra87@outlook.com,25-10-2025 17:22,19-12-2025 16:39,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Varsha A V,19-12-2025 16:39,4:39 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,47,27,57.44680851,4,188
Neha Iyer,9611149737,neha.iyer907@yahoo.com,25-10-2025 17:18,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,46,18,39.13043478,15,690
Kiran Das,7417042051,kiran.das901@hotmail.com,25-10-2025 17:17,27-10-2025 15:27,CLOSED,LOST,not-interested,Megha S,27-10-2025 15:27,3:27 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,30,24,80,11,330
Kavya Iyer,7796270132,kavya.iyer189@gmail.com,25-10-2025 17:10,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,12,5,41.66666667,13,156
Kavya Iyer,8359881439,kavya.iyer18@gmail.com,25-10-2025 17:01,03-11-2025 15:51,CLOSED,LOST,not-interested,Revathy Reghu,03-11-2025 15:51,3:51 PM,,PHP Knovista,INSTAGRAM,INSTAGRAM,10,0,0,7,70
Riya Shetty,8784532946,riya.shetty239@gmail.com,25-10-2025 16:54,19-12-2025 15:40,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Varsha A V,19-12-2025 15:40,3:40 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,44,4,9.090909091,7,308
Riya Nair,7853658755,riya.nair78@hotmail.com,25-10-2025 16:32,27-10-2025 10:39,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Ashna sathar,01-12-2025 12:04,12:04 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,22,8,36.36363636,9,198
Varun Nair,7939776651,varun.nair232@outlook.com,25-10-2025 16:31,25-10-2025 17:18,CLOSED,LOST,not-interested,Ardra,10-12-2025 15:41,3:41 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,14,2,14.28571429,8,112
Vikram Pillai,8721292714,vikram.pillai420@outlook.com,25-10-2025 16:28,27-10-2025 12:51,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,27-10-2025 12:51,12:51 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,43,32,74.41860465,3,129
Rohit Sharma,6000929641,rohit.sharma406@outlook.com,25-10-2025 16:24,28-10-2025 15:09,CLOSED,LOST,not-interested,Devi Nandhana,28-10-2025 15:09,3:09 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,24,10,41.66666667,7,168
